Unnamed: 0,Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_Fertility,Soil_Type,pH,Pollution_Level,Plot_Size,Chosen_Crop,Annual_Yield,Standard_Yield
144,144,751.73175,-4.3710966,-0.6776562,Rural_Kilimani,1.1935976,1258.8,-3.3,30.2,13.45,0.59,Volcanic,4.491863,0.78440535,13.1,cassava,4.6562157,0.35543633
145,145,448.95782,-11.9767065,-9.258946,Rural_Akatsi,8.5764885,1930.2,-5.6,32.5,13.45,0.66,Silt,7.3270683,0.017885257,4.1,wheat,1.8279505,0.44584158
146,146,612.9842,-7.9531226,-5.7994027,Rural_Hawassa,11.36896,992.4,-4.8,26.8,11.0,0.6,Loamy,5.4617023,0.34063587,2.3,potato,1.4107023,0.61334884
147,147,585.1239,-1.5910839,-6.123735,Rural_Kilimani,9.693272,330.0,-5.7,30.3,12.3,0.55,Loamy,6.781143,0.21496996,4.8,potato,2.4988005,0.52058345
148,148,822.70953,-2.104733,-7.2859254,Rural_Kilimani,50.61768,633.7,-3.2,30.4,13.6,0.7,Sandy,5.527547,0.09839046,1.6,potato,1.0496873,0.6560545
149,149,742.5421,-2.1723182,-6.137249,Rural_Kilimani,6.1976366,494.3,-4.1,31.6,13.75,0.55,Sandy,5.6212525,0.34572712,5.0,wheat,2.3829489,0.47658977
150,150,778.377,-4.4792333,-2.2903082,Rural_Kilimani,3.3315592,973.8,-3.3,30.0,13.35,0.58,Sandy,6.6793704,0.458276,6.5,wheat,3.203655,0.49287
151,151,718.90875,-9.250762,-1.7948005,Rural_Sokoto,7.3301024,1809.0,-3.1,30.6,13.75,0.65,Volcanic,5.4713564,0.07205415,4.6,coffee,2.5839117,0.56171995
152,152,827.6802,-4.470222,-6.123735,Rural_Kilimani,18.57954,569.3,-3.3,30.7,13.7,0.59,Sandy,5.996868,0.27629152,0.7,potato,0.41861376,0.59801966
153,153,735.04083,-6.3806357,-0.28575468,Rural_Sokoto,11.569933,1359.3,-3.4,27.6,12.1,0.63,Volcanic,4.388264,0.94668597,3.8,tea,1.7751852,0.467154
154,154,462.33728,-0.82511604,-4.218283,Rural_Kilimani,8.475962,391.9,-6.7,33.0,13.15,0.55,Loamy,6.648654,0.009825851,2.4,maize,1.5397558,0.64156497
155,155,673.42285,-8.818215,-5.047132,Rural_Hawassa,4.508351,1365.3,-3.9,31.9,14.0,0.61,Volcanic,5.5884476,0.13720663,4.5,cassava,2.341035,0.52023
156,156,892.7518,-1.7442775,-1.4524498,Rural_Kilimani,9.842228,1456.2,-1.9,27.8,12.95,0.63,Volcanic,5.9856486,0.083454706,4.4,coffee,2.3060389,0.5240997
157,157,124.6915,-12.409253,-6.7273536,Rural_Hawassa,22.012873,1538.3,-8.7,32.5,11.9,0.68,Silt,6.9992476,0.00022002927,1.4,banana,0.49146962,0.35104972
158,158,447.56085,-9.827491,-3.2903326,Rural_Hawassa,21.320408,1554.1,-5.8,32.3,13.25,0.68,Silt,6.5937243,0.010527973,1.1,coffee,0.5400208,0.49092802
159,159,557.06744,-2.780587,-6.41203,Rural_Kilimani,50.416397,301.5,-6.0,31.9,12.95,0.67,Loamy,4.9631286,0.29097632,0.6,wheat,0.31835678,0.53059465
160,160,380.74686,-10.805226,-6.2048182,Rural_Hawassa,9.640903,1676.8,-6.3,32.3,13.0,0.65,Silt,6.6493196,0.16811433,4.1,wheat,2.0780804,0.50684893
161,161,353.2472,-12.260566,-8.718393,Rural_Akatsi,7.735654,1813.9,-6.5,33.8,13.65,0.65,Silt,6.959363,0.047991812,3.4,wheat,1.6391816,0.48211223
162,162,565.5416,-11.1206255,-9.524719,Rural_Akatsi,8.714346,2058.0,-4.3,32.6,14.15,0.67,Silt,6.0662284,0.015789058,4.2,rice,2.7755466,0.66084445
163,163,226.9717,-12.81026,-6.371489,Rural_Hawassa,1.7984456,1588.9,-7.8,35.6,13.9,0.62,Silt,5.916274,5.025697e-06,13.7,rice,7.9045267,0.5769727
164,164,488.3304,-11.012488,-9.213901,Rural_Akatsi,13.6772375,1951.2,-5.1,31.1,13.0,0.68,Silt,5.4734163,0.039986387,2.0,rice,1.231196,0.615598
165,165,547.3762,-1.3162366,-4.6146894,Rural_Kilimani,29.662699,409.6,-6.0,32.7,13.35,0.62,Loamy,5.5919914,0.03082865,1.8,potato,1.2100449,0.6722472
166,166,459.88583,-10.507851,-7.515661,Rural_Akatsi,26.920807,1745.2,-5.5,33.6,14.05,0.71,Silt,5.406,0.028758666,0.5,rice,0.31433114,0.6286623
167,167,783.35126,-2.780587,-7.1147504,Rural_Kilimani,12.6767645,572.2,-3.7,31.4,13.85,0.57,Sandy,4.6351876,0.14157392,1.0,potato,0.5639492,0.5639492
168,168,107.24093,-12.093855,-6.5741963,Rural_Hawassa,26.397738,1526.9,-8.9,33.0,12.05,0.69,Silt,5.2747965,0.00064204814,1.6,banana,0.61987793,0.3874237
169,169,814.86304,-7.3583713,-7.7904425,Rural_Akatsi,3.1427526,1176.4,-2.8,29.4,13.3,0.59,Sandy,6.366639,0.07836855,6.7,wheat,3.7461946,0.5591335
170,170,706.04755,-5.2722354,-1.9029113,Rural_Hawassa,13.908861,980.0,-4.0,32.1,14.05,0.61,Sandy,5.1062393,0.75616574,1.3,potato,0.59707034,0.45928487
171,171,393.3719,-10.408726,-5.186775,Rural_Hawassa,22.46604,1587.7,-6.3,32.3,13.0,0.68,Silt,5.5790014,0.08133311,0.6,banana,0.25845248,0.43075415
172,172,612.4847,-7.817952,-3.4885356,Rural_Hawassa,9.179514,1067.1,-4.8,28.8,12.0,0.6,Loamy,5.5303426,0.065564275,2.6,cassava,1.7022196,0.65469986
173,173,777.48486,-4.105261,-0.8758592,Rural_Kilimani,10.161062,1266.8,-3.1,29.5,13.2,0.62,Volcanic,5.4999948,0.7457796,2.1,coffee,0.6220468,0.2962128
174,174,867.33704,-4.862217,-4.713791,Rural_Kilimani,21.042871,660.5,-2.8,28.3,12.75,0.61,Rocky,4.7358413,0.26708695,1.7,potato,0.861169,0.50657
175,175,565.7347,-7.3673825,-1.8668743,Rural_Sokoto,9.597254,1132.4,-5.1,30.1,12.5,0.61,Loamy,5.256706,0.57995874,2.7,cassava,1.4931067,0.5530025
176,176,288.2884,-12.90488,-6.1642766,Rural_Hawassa,5.4210577,1642.9,-7.2,35.3,14.05,0.63,Silt,5.9340153,2.4712583e-06,3.0,banana,1.3441094,0.4480365
177,177,555.4431,-10.512357,-6.299415,Rural_Hawassa,1.5300932,1796.2,-4.6,32.6,14.0,0.63,Silt,6.8727813,0.24409354,14.3,coffee,6.398299,0.4474335
178,178,247.19615,-12.562447,-7.159796,Rural_Akatsi,21.29206,1676.0,-7.3,32.5,12.6,0.68,Silt,6.4433255,0.0012747174,1.6,banana,0.67261225,0.42038265
179,179,784.3481,-5.0920076,-4.4705415,Rural_Kilimani,8.611136,606.6,-3.6,33.1,14.75,0.56,Sandy,6.766165,0.25146914,2.1,wheat,1.2446753,0.5927025
180,180,615.84973,-14.166473,-6.5832057,Rural_Hawassa,4.534647,1654.1,-4.2,33.7,14.75,0.63,Silt,6.2542133,1.25365975e-08,2.5,banana,1.3043762,0.5217505
181,181,633.38226,-9.98519,-1.4704683,Rural_Sokoto,41.065907,1928.1,-3.8,33.1,14.65,0.77,Silt,5.780367,0.12921076,1.4,cassava,0.60727614,0.43376866
182,182,867.01636,-2.3930974,-8.3309965,Rural_Kilimani,18.371115,808.8,-2.7,30.7,14.0,0.61,Rocky,5.8779893,0.013655103,1.4,potato,0.8007279,0.57194847
183,183,644.84424,-7.64223,-4.686763,Rural_Hawassa,43.24943,938.5,-4.6,27.4,11.4,0.7,Sandy,4.6330705,0.10496968,0.9,cassava,0.4297397,0.47748855
184,184,751.7321,-7.9576283,-1.4209175,Rural_Sokoto,1.3229221,1537.6,-3.1,31.1,14.0,0.61,Volcanic,5.1290436,0.32861632,14.3,tea,10.186332,0.7123309
185,185,895.9765,-1.2937081,-2.5786035,Rural_Kilimani,2.4272878,1218.4,-2.0,29.4,13.7,0.59,Volcanic,4.265206,0.062346727,11.1,tea,6.3689404,0.57377845
186,186,871.09204,-4.6053925,-4.9480305,Rural_Kilimani,1.032992,640.2,-2.8,31.0,14.1,0.54,Rocky,4.5523663,0.2702624,10.4,potato,5.3712897,0.51647013
187,187,720.5318,-9.160648,0.1466883,Rural_Sokoto,4.586536,1940.5,-3.0,30.4,13.7,0.65,Volcanic,5.3039265,0.17922436,3.8,tea,3.1365707,0.82541335
188,188,521.20776,-1.442396,-5.587686,Rural_Kilimani,4.796168,279.9,-6.3,33.0,13.35,0.53,Loamy,6.3822823,0.13529257,4.2,wheat,2.8905659,0.68823
189,189,484.966,-7.3854055,-1.5965976,Rural_Sokoto,3.2150092,1094.2,-5.9,31.2,12.65,0.58,Loamy,6.2712755,0.5994397,8.1,coffee,3.0571454,0.37742537
190,190,808.5815,-9.78694,0.49354362,Rural_Sokoto,21.771845,2175.4,-2.0,29.0,13.5,0.72,Volcanic,4.6304755,0.2725639,1.1,tea,0.7580517,0.6891379
191,191,692.13995,-2.1272614,-3.029065,Rural_Kilimani,4.8376536,841.0,-4.2,29.3,12.55,0.57,Sandy,4.8228536,0.21513651,2.6,potato,1.3841633,0.5323705
192,192,677.60034,-4.8847456,-7.9030576,Rural_Amanzi,33.288933,602.0,-4.6,30.9,13.15,0.64,Sandy,4.7061505,0.3629356,0.8,potato,0.4202347,0.5252934
193,193,800.0809,-8.885801,-7.87603,Rural_Akatsi,15.456066,1662.0,-2.5,29.4,13.45,0.67,Volcanic,4.5822134,0.11071901,1.9,tea,1.4289501,0.752079
194,194,613.2582,-9.070535,-1.2407329,Rural_Sokoto,0.08703218,1705.7,-4.2,30.3,13.05,0.62,Silt,6.4647164,0.06663796,12.4,banana,6.3050933,0.50847524
195,195,845.40344,-4.934308,-5.5426397,Rural_Kilimani,2.0373182,597.3,-3.1,30.8,13.85,0.54,Rocky,5.37246,0.30563167,9.9,potato,5.949303,0.60093975
196,196,509.6618,-9.061523,-4.114677,Rural_Hawassa,13.297136,1319.3,-5.5,32.5,13.5,0.63,Silt,5.38406,0.009900604,0.8,cassava,0.39366728,0.49208412
197,197,814.30505,-3.8394248,-1.321816,Rural_Kilimani,2.4393866,1239.2,-2.8,29.2,13.2,0.59,Volcanic,4.466893,0.6507374,7.5,tea,3.5104108,0.46805477
198,198,612.2992,-7.227706,-2.4569788,Rural_Hawassa,31.527239,1052.4,-4.8,30.1,12.65,0.67,Loamy,6.184874,0.42943254,0.6,maize,0.3385621,0.56427014
199,199,988.3129,-4.6504498,-4.1056676,Rural_Kilimani,15.176436,852.7,-1.5,28.8,13.65,0.6,Rocky,5.808706,0.21797849,1.2,coffee,0.46834412,0.39028677
200,200,748.40454,-10.444771,-0.24971777,Rural_Sokoto,3.6081042,2193.8,-2.6,28.1,12.75,0.67,Volcanic,4.1224604,0.3774133,8.1,tea,4.975127,0.6142133
201,201,643.715,-11.044028,-1.0515392,Rural_Sokoto,6.658377,2129.9,-3.5,30.6,13.55,0.67,Volcanic,4.403313,0.2671724,4.1,tea,3.119163,0.76077145
202,202,724.9002,-3.5735888,-0.8758592,Rural_Kilimani,3.3466291,1241.6,-3.6,29.4,12.9,0.6,Volcanic,4.3735065,0.5526036,8.8,cassava,3.2546418,0.36984566
203,203,863.1766,-3.2536848,-7.3579993,Rural_Kilimani,10.457944,690.1,-2.8,30.4,13.8,0.58,Rocky,5.3932247,0.10191392,2.5,potato,1.5831622,0.6332649
204,204,684.62506,-8.282039,-4.348917,Rural_Hawassa,15.762452,1215.5,-4.0,28.5,12.25,0.63,Volcanic,4.4219046,0.040932987,0.5,cassava,0.20237564,0.40475127
205,205,648.4799,-8.083788,0.93499583,Rural_Sokoto,7.8192744,1647.4,-3.9,28.5,12.3,0.64,Volcanic,5.022401,0.11946743,2.2,tea,1.8296357,0.8316526
206,206,507.9288,-1.0143552,-3.6326833,Rural_Kilimani,13.679813,562.2,-6.2,31.7,12.75,0.58,Loamy,5.0209093,0.022553448,1.5,potato,0.9880348,0.65868986
207,207,364.82138,-10.800721,-6.8985286,Rural_Hawassa,5.4635534,1679.3,-6.5,34.5,14.0,0.64,Silt,6.386072,0.05395313,3.4,coffee,1.805295,0.5309691
208,208,715.42456,-6.056226,-6.033643,Rural_Amanzi,15.925112,590.3,-4.3,28.7,12.2,0.59,Sandy,5.3514833,0.2654074,1.3,wheat,0.61859614,0.4758432
209,209,739.05743,-8.327095,-2.1641788,Rural_Sokoto,5.652686,1524.2,-3.2,32.2,14.5,0.62,Volcanic,5.196866,0.14688341,4.7,cassava,2.2413497,0.47688293
210,210,598.43243,-6.1508455,-2.758788,Rural_Hawassa,6.7192893,776.6,-5.2,34.3,14.55,0.57,Loamy,6.732673,0.4658155,5.0,wheat,3.188453,0.6376906
211,211,456.3393,-9.822986,-4.3083754,Rural_Hawassa,7.778987,1504.6,-5.8,32.5,13.35,0.63,Silt,6.1777396,0.026236191,2.7,wheat,1.4556339,0.53912365
212,212,437.00684,-7.0925355,-1.2542468,Rural_Sokoto,12.150937,1033.3,-6.4,32.4,13.0,0.61,Loamy,5.5437737,0.69398475,1.5,wheat,0.6454622,0.43030813
213,213,857.09174,-7.538599,-8.123784,Rural_Akatsi,22.420795,1319.6,-2.3,30.4,14.05,0.66,Volcanic,5.053316,0.104871094,0.9,cassava,0.43046033,0.47828928
214,214,455.97614,-10.597964,-5.740843,Rural_Hawassa,33.225796,1702.1,-5.6,29.2,11.8,0.72,Silt,6.240651,0.20396958,0.5,coffee,0.24795605,0.4959121
215,215,582.0825,-6.065237,-2.8218527,Rural_Hawassa,2.7520764,736.2,-5.3,32.0,13.35,0.56,Loamy,5.2117996,0.4441044,12.6,maize,6.3321595,0.50255233
216,216,255.2269,-13.98174,-7.7544055,Rural_Hawassa,2.9694586,1334.7,-7.8,33.1,12.65,0.6,Peaty,5.6759205,1.0229055e-07,8.2,rice,5.3038807,0.6468147
217,217,320.1832,-11.278324,-7.195833,Rural_Hawassa,18.409441,1709.3,-6.9,33.1,13.1,0.68,Silt,6.258492,0.024894398,1.1,rice,0.65322876,0.5938443
218,218,379.36694,-9.958157,-3.425471,Rural_Hawassa,19.915274,1510.5,-6.5,31.4,12.45,0.67,Silt,6.121229,0.024179196,1.4,wheat,0.72923404,0.5208815
219,219,747.0854,-10.701595,0.10614677,Rural_Sokoto,27.061304,2259.7,-2.3,29.2,13.45,0.75,Volcanic,5.681286,0.34827262,1.7,banana,0.94188267,0.55404866
220,220,695.4643,-9.043501,-7.488633,Rural_Akatsi,4.9949923,1567.5,-3.6,28.9,12.65,0.63,Volcanic,4.1106153,0.057722233,3.9,tea,2.7764845,0.7119191
221,221,662.5033,-10.89534,-0.79928076,Rural_Sokoto,1.2337468,2144.9,-3.3,31.3,14.0,0.66,Volcanic,5.448275,0.30050004,13.7,tea,10.352157,0.75563186
222,222,572.00543,-8.885801,-4.0471077,Rural_Hawassa,6.0178895,1328.3,-4.9,29.7,12.4,0.61,Peaty,5.77183,0.012616957,2.8,wheat,1.399974,0.49999073
223,223,683.1111,-7.1060524,-6.137249,Rural_Hawassa,7.2317877,806.5,-4.4,30.7,13.15,0.58,Sandy,5.2761455,0.29630014,4.4,cassava,2.2989914,0.522498
224,224,286.903,-13.035544,-6.799427,Rural_Hawassa,20.640438,1621.8,-7.2,34.7,13.75,0.68,Silt,5.9902687,9.3123435e-06,0.8,banana,0.35487264,0.4435908
225,225,519.63916,-2.1137443,-5.5111074,Rural_Kilimani,7.1110525,277.8,-6.3,32.3,13.0,0.54,Loamy,6.254898,0.25098294,4.9,maize,2.8838785,0.58854663
226,226,899.20087,-3.7988737,-4.5786524,Rural_Kilimani,7.7134624,713.4,-2.5,32.4,14.95,0.57,Rocky,6.273689,0.19881044,4.1,coffee,1.5382564,0.3751845
227,227,833.01874,-1.7893344,-0.99297917,Rural_Kilimani,2.4011471,1486.6,-2.4,26.8,12.2,0.61,Volcanic,5.668179,0.07378211,7.2,tea,4.7651997,0.6618332
228,228,804.8012,-7.6467357,-8.042701,Rural_Akatsi,23.210495,1286.1,-2.8,28.6,12.9,0.66,Volcanic,4.7177987,0.08005452,1.9,tea,1.2804645,0.6739287
229,229,838.7265,-8.255004,-7.970627,Rural_Akatsi,45.689735,1505.2,-2.3,29.4,13.55,0.75,Volcanic,4.5157623,0.07546713,1.6,tea,1.0982764,0.68642277
230,230,489.3664,-9.115592,-6.3309474,Rural_Hawassa,12.280474,1300.4,-5.6,30.3,12.35,0.63,Silt,6.005863,0.06802942,0.9,coffee,0.41198987,0.45776653
231,231,266.00876,-11.710871,-6.3624797,Rural_Hawassa,15.261618,1670.1,-7.5,33.9,13.2,0.67,Silt,6.2089033,0.0057156137,0.8,banana,0.35420302,0.4427538
232,232,875.33527,-1.9650564,-3.308351,Rural_Kilimani,2.7943966,979.1,-2.5,28.9,13.2,0.57,Rocky,5.796305,0.15610804,10.2,coffee,3.7638335,0.3690033
233,233,638.0151,-7.741355,-5.6011996,Rural_Hawassa,3.7085388,943.2,-4.6,32.5,13.95,0.57,Sandy,5.483122,0.32052547,5.3,potato,2.915601,0.55011344
234,234,756.45654,-4.353074,-1.4344314,Rural_Kilimani,4.49406,1131.7,-3.4,29.4,13.0,0.59,Sandy,5.406737,0.7643045,2.6,cassava,1.3052452,0.5020174
235,235,728.7635,-7.8089404,-1.2407329,Rural_Sokoto,3.972566,1500.4,-3.3,29.3,13.0,0.62,Volcanic,5.5854945,0.38555667,9.2,cassava,4.1700344,0.4532646
236,236,609.6308,-7.570139,-2.0605729,Rural_Sokoto,2.1418815,1220.2,-4.5,32.3,13.9,0.59,Peaty,4.4551854,0.4557474,8.7,cassava,2.973325,0.34176147
237,237,885.7108,-0.96028686,-2.5831082,Rural_Kilimani,11.927764,1226.0,-2.1,26.9,12.4,0.62,Volcanic,4.768244,0.030081296,1.2,tea,0.75582397,0.6298533
238,238,606.1168,-8.462266,-2.114628,Rural_Sokoto,18.302874,1431.5,-4.5,30.4,12.95,0.66,Silt,5.326532,0.11564366,0.9,wheat,0.41403058,0.46003398
239,239,255.94244,-14.01328,-7.5697165,Rural_Hawassa,3.9556317,1328.6,-7.8,33.9,13.05,0.6,Peaty,4.932061,4.8780453e-08,10.9,rice,5.916147,0.5427658
240,240,841.6181,-3.852942,-3.2813234,Rural_Kilimani,1.6959778,856.6,-2.9,28.3,12.7,0.56,Rocky,4.918395,0.27768666,13.6,tea,6.4388957,0.47344822
241,241,784.2854,-2.866195,-7.0561905,Rural_Kilimani,10.783533,581.0,-3.6,28.9,12.65,0.57,Sandy,6.037818,0.15032879,2.4,potato,1.4559354,0.60663974
242,242,737.1195,-3.8033793,-5.213803,Rural_Kilimani,6.582761,489.7,-4.2,31.0,13.4,0.55,Sandy,5.6342206,0.21684425,3.6,wheat,1.8201419,0.50559497
243,243,805.14703,-10.584448,-0.019982437,Rural_Sokoto,12.716285,2281.6,-1.9,30.5,14.3,0.7,Volcanic,5.474097,0.3720217,0.7,banana,0.35983294,0.514047
244,244,307.59836,-13.143682,-7.398541,Rural_Hawassa,10.165347,1628.0,-7.0,31.6,12.3,0.65,Silt,6.98934,9.398987e-05,4.2,rice,2.1537006,0.51278585
245,245,559.11475,-10.251026,-6.078689,Rural_Hawassa,2.641217,1726.8,-4.6,32.8,14.1,0.63,Silt,6.713814,0.30808938,9.0,wheat,4.5056453,0.5006272
246,246,876.7484,-1.6811978,-1.2497422,Rural_Kilimani,19.790358,1490.7,-2.0,29.8,13.9,0.67,Volcanic,4.5969777,0.068758495,1.3,tea,0.8731047,0.671619
247,247,308.45483,-10.557413,-5.1011877,Rural_Hawassa,14.608118,1541.0,-7.1,30.9,11.9,0.65,Silt,7.1047425,0.060937956,0.8,wheat,0.38119927,0.47649908
248,248,691.7957,-6.952859,-0.33080083,Rural_Sokoto,5.0410137,1389.2,-3.8,34.2,15.2,0.61,Volcanic,4.969955,0.72346896,2.4,cassava,0.9278179,0.38659078
249,249,600.76996,-9.187683,-4.9840674,Rural_Hawassa,14.994877,1422.7,-4.5,30.8,13.15,0.65,Silt,6.086063,0.0254176,1.2,banana,0.57736987,0.48114154
250,250,762.9626,-2.176824,-0.69117,Rural_Kilimani,4.168728,1426.3,-3.1,31.6,14.25,0.61,Volcanic,5.90991,0.11812056,3.1,coffee,1.6949347,0.5467531
251,251,820.7198,-3.8889875,-2.8578897,Rural_Kilimani,21.788628,919.5,-3.0,30.2,13.6,0.63,Sandy,5.3580656,0.3315482,1.9,wheat,0.8255524,0.43450126
252,252,907.69257,-1.7487831,-2.1957111,Rural_Kilimani,2.3554778,1306.0,-1.8,29.7,13.95,0.6,Volcanic,4.580314,0.12526722,12.7,cassava,5.6261525,0.44300416
253,253,631.62305,-8.19643,-3.3263695,Rural_Hawassa,3.4295092,1225.3,-4.4,29.7,12.65,0.6,Peaty,4.084216,0.045149174,12.5,cassava,4.893787,0.39150295
254,254,623.7466,-9.142626,-0.9749607,Rural_Sokoto,41.75359,1803.1,-3.6,32.4,14.4,0.76,Silt,6.9686556,0.09153013,1.9,banana,0.8985332,0.47291225
255,255,614.44293,-9.872548,-2.4704926,Rural_Hawassa,17.131268,1803.3,-4.1,31.5,13.7,0.68,Silt,5.865511,0.11525302,0.6,coffee,0.28675446,0.47792408
256,256,828.7535,-7.8269634,-7.713864,Rural_Akatsi,30.850163,1324.6,-2.6,29.0,13.2,0.69,Volcanic,4.392961,0.053207222,1.3,tea,0.8351345,0.6424112
257,257,826.11084,-3.93855,-5.3444366,Rural_Kilimani,5.01156,573.8,-3.3,31.5,14.1,0.55,Sandy,4.821183,0.23099944,3.8,wheat,1.772567,0.466465
258,258,502.809,-8.601943,-5.95256,Rural_Hawassa,5.408438,1112.8,-5.7,29.4,11.85,0.59,Loamy,5.379973,0.15802105,4.9,cassava,2.9796278,0.6080873
259,259,788.28656,-7.7819066,-7.745396,Rural_Akatsi,32.0928,1271.9,-3.0,30.0,13.5,0.69,Volcanic,5.673558,0.053883664,0.9,cassava,0.4971604,0.55240047
260,260,600.38416,-2.131767,-4.930012,Rural_Kilimani,15.421143,408.6,-5.5,34.8,14.65,0.57,Loamy,5.3204103,0.1238124,0.9,potato,0.59914523,0.6657169
261,261,563.5306,-5.79039,-4.006566,Rural_Hawassa,16.838709,490.5,-5.7,30.3,12.3,0.58,Loamy,5.623636,0.2035312,0.7,wheat,0.44267806,0.63239723
262,262,880.28986,-3.7583222,-2.0290406,Rural_Kilimani,6.622269,1166.7,-2.2,28.6,13.2,0.6,Rocky,6.183376,0.49404967,2.0,cassava,0.92538404,0.46269202
263,263,704.0681,-1.8028514,-3.227268,Rural_Kilimani,15.051981,827.4,-4.2,29.2,12.5,0.6,Sandy,6.142431,0.1312242,1.9,maize,1.003181,0.52799
264,264,685.4151,-6.6960344,-0.47945312,Rural_Sokoto,0.42888263,1328.7,-3.9,32.8,14.45,0.59,Volcanic,4.42252,0.8251526,11.7,tea,5.858265,0.50070643
265,265,812.28357,-2.9833431,-7.1868243,Rural_Kilimani,13.600095,618.5,-3.4,32.1,14.35,0.58,Sandy,4.766616,0.121986516,1.7,potato,1.002578,0.5897518
266,266,969.22015,-4.6639667,-3.8624187,Rural_Kilimani,1.5239893,868.6,-1.7,28.4,13.35,0.56,Rocky,4.8698163,0.20657709,7.8,potato,4.2051687,0.5391242
267,267,629.356,-11.057546,-0.92541,Rural_Sokoto,11.181927,2120.9,-3.6,30.4,13.4,0.69,Silt,6.229507,0.28873038,3.8,rice,2.439071,0.6418608
268,268,587.61304,-5.5245543,-8.155316,Rural_Amanzi,9.489878,606.1,-5.4,31.5,13.05,0.57,Loamy,5.4068627,0.25438353,2.2,wheat,1.3578582,0.61720824
269,269,705.642,-7.813446,-6.8985286,Rural_Akatsi,3.6054463,1104.1,-3.9,30.8,13.45,0.59,Sandy,5.755318,0.16472143,9.9,cassava,5.7860584,0.58445036
270,270,592.537,-6.1823854,-2.3939142,Rural_Hawassa,29.766474,842.7,-5.2,32.0,13.4,0.65,Loamy,5.764752,0.5728346,2.0,maize,1.035856,0.517928
271,271,794.1845,-8.502817,0.20074368,Rural_Sokoto,3.1564226,1870.3,-2.4,31.9,14.75,0.64,Volcanic,4.8752174,0.120299816,13.8,tea,11.441465,0.8290917
272,272,845.6134,-8.223464,-0.29926854,Rural_Sokoto,4.796409,1823.7,-2.0,30.7,14.35,0.64,Volcanic,5.5581408,0.1764102,3.0,banana,1.8863016,0.6287672
273,273,763.0313,-3.190605,-1.776782,Rural_Kilimani,1.9983621,1129.4,-3.3,28.0,12.35,0.58,Sandy,5.4369316,0.41290617,14.6,wheat,5.638989,0.38623214
274,274,612.4352,-6.37613,-7.1462827,Rural_Amanzi,13.677442,619.1,-5.3,32.2,13.45,0.58,Loamy,4.918892,0.4243587,0.8,potato,0.48481944,0.6060243
275,275,841.86316,-3.997124,-3.2047448,Rural_Kilimani,20.564789,866.3,-2.9,32.9,15.0,0.62,Sandy,5.1459646,0.2711125,1.9,cassava,1.0327754,0.543566
276,276,565.29803,-6.186891,-6.799427,Rural_Amanzi,5.967858,490.3,-5.9,31.8,12.95,0.55,Loamy,5.8132167,0.34114936,4.8,wheat,3.009922,0.6270671
277,277,246.74524,-12.436288,-8.137298,Rural_Akatsi,5.614541,1673.0,-7.6,32.9,12.65,0.64,Silt,6.330649,0.037412412,4.4,rice,2.469333,0.561212
278,278,828.95465,-3.35281,-4.0696306,Rural_Kilimani,8.989352,721.7,-3.1,32.0,14.45,0.57,Sandy,5.823001,0.1999558,3.9,wheat,2.1316633,0.5465803
279,279,436.76517,-10.17443,-6.7723994,Rural_Akatsi,7.1621985,1601.4,-5.9,30.7,12.4,0.64,Silt,5.7438297,0.12957796,4.6,rice,3.0467389,0.66233456
280,280,715.55255,-9.95365,0.35390055,Rural_Sokoto,10.751006,2122.8,-2.7,29.8,13.55,0.69,Volcanic,5.1487527,0.3269368,2.9,banana,1.575807,0.5433817
281,281,511.93985,-7.0429726,-3.3759203,Rural_Hawassa,15.610439,771.0,-5.9,31.1,12.6,0.6,Loamy,4.941036,0.17903423,1.8,potato,1.0981988,0.6101104
282,282,444.8586,-5.069479,0.5250759,Rural_Kilimani,7.389535,1047.1,-6.3,33.1,13.4,0.59,Loamy,6.152156,0.6820778,3.9,coffee,1.3948327,0.35764942
283,283,569.0128,-5.916549,-0.6641423,Rural_Sokoto,8.019713,1091.0,-5.1,32.4,13.65,0.6,Loamy,6.192289,0.93537134,2.0,cassava,1.0519159,0.52595794
284,284,826.49347,-3.4789693,-3.2993417,Rural_Kilimani,2.835592,852.3,-3.0,28.4,12.7,0.57,Sandy,6.1837544,0.31049138,8.5,wheat,4.647712,0.54678965
285,285,571.94165,-2.0957215,-4.2272925,Rural_Kilimani,13.991061,475.7,-5.7,31.8,13.05,0.57,Loamy,4.7704277,0.08811554,0.7,potato,0.43158323,0.61654747
286,286,723.48456,-0.6133485,-2.9164495,Rural_Kilimani,23.658918,979.2,-3.8,29.5,12.85,0.64,Sandy,5.9644394,0.012051989,2.0,wheat,1.0756727,0.5378364
287,287,776.3428,-7.61069,-0.33981007,Rural_Sokoto,7.4640503,1608.7,-2.8,28.2,12.7,0.64,Volcanic,4.6540103,0.39901352,3.4,tea,2.3401783,0.68828773
288,288,722.1988,-7.813446,-0.6461238,Rural_Sokoto,27.29401,1566.1,-3.3,30.3,13.5,0.69,Volcanic,4.120899,0.3286891,1.2,tea,0.79032964,0.658608
289,289,623.4785,-11.05304,-0.83081305,Rural_Sokoto,7.563246,2113.2,-3.8,30.1,13.15,0.67,Silt,6.259286,0.3027492,3.9,coffee,2.0825095,0.5339768
